SchoolDepartment,CourseTitle,Finish Time,Email,RequiredSkill,Professors,GainedSkill,strartingOrAsgnmtDate,Hour,StartTime
Financial Enginering,Pierce County Pets Migration to new Site,2019-05-13 16:07:00,jbeney8@unesco.org,Website Programming,Rachid Khattabi,"Graphic Design, Website Programming",2019-05-13,15:56:00,2019-05-13 15:56:00
Youth Outreach and Training,Juvenile Court Equity Team,2019-05-13 16:09:00,jbeney8@unesco.org,Website Programming,Rachid Khattabi,No Skill,2019-05-13,15:58:00,2019-05-13 15:58:00
Youth Outreach and Training,Juvenile Court Referral Form,2019-05-13 16:10:00,jbeney8@unesco.org,Technical Writing,Rachid Khattabi,Website Programming,2019-05-13,16:02:00,2019-05-13 16:02:00
Technical Comm and Media,Site Improve Implementation,2019-05-16 07:01:00,jbeney8@unesco.org,Technical Writing,Rachid Khattabi,No Skill,2019-05-13,16:04:00,2019-05-13 16:04:00
Financal Engineering,Digital Government Experience Award Submission,2019-05-16 07:03:00,jbeney8@unesco.org,News Writing and Editing,Rachid Khattabi,No Skill,2019-05-13,16:05:00,2019-05-13 16:05:00
Technical Comm and Media,Swearing in for Tacoma Judge Dwayne Christopher.,2019-05-16 07:04:00,jbeney8@unesco.org,News Writing and Editing,Rachid Khattabi,No Skill,2019-05-13,16:07:00,2019-05-13 16:07:00
Safety Engineering & Crisis Management,Pierce County ALERT billboard,2019-05-16 07:06:00,jbeney8@unesco.org,"Graphic Design/Marketing (Posters, Brochures, Reports)",Rachid Khattabi,No Skill,2019-05-13,16:09:00,2019-05-13 16:09:00
Facilities and Maintenance Eng,Facility Finder Map Application,2019-05-16 07:07:00,jbeney8@unesco.org,Website Programming,Rachid Khattabi,No Skill,2019-05-13,16:10:00,2019-05-13 16:10:00
Legal and Compliance Engin,Superior Court Annual Report Template,2019-05-16 07:41:00,jbeney8@unesco.org,"Graphic Design/Marketing (Posters, Brochures, Reports)",Rachid Khattabi,"Graphic Design, Proofreading and Quality Assurance",2019-05-16,07:01:00,2019-05-16 07:01:00
Facilities & Maintenance Engineering,Presentation for Resource Conservation Summit,2019-05-16 07:42:00,jbeney8@unesco.org,"Graphic Design/Marketing (Posters, Brochures, Reports)",Rachid Khattabi,"Graphic Design, Technical Documentation",2019-05-16,07:03:00,2019-05-16 07:03:00
Financial Eng,Open Pierce County Presentation to Socrata,2019-05-16 07:45:00,jbeney8@unesco.org,"Graphic Design/Marketing (Posters, Brochures, Reports)",Rachid Khattabi,Graphic Design,2019-05-16,07:04:00,2019-05-16 07:04:00
Engineering Leadership & Strategy,Boards and Commissions Portal,2019-05-16 07:46:00,jbeney8@unesco.org,Website Programming,Rachid Khattabi,"Public Outreach and Engagement, Website Programming, Graphic Design",2019-05-16,07:06:00,2019-05-16 07:06:00
Quality Assurance and Risk Manag,Email Address Request,2019-05-16 07:49:00,jbeney8@unesco.org,Technical Writing,Rachid Khattabi,No Skill,2019-05-16,07:07:00,2019-05-16 07:07:00
Engineering Leadership & Strategy,Pierce County Connect 311 CRM Tool,2019-05-16 07:50:00,jbeney8@unesco.org,Technical Writing,Rachid Khattabi,"Public Outreach and Engagement, Graphic Design, News and Media Communication, Technical Documentation, Website Programming, Social Media Strategy",2019-05-16,07:41:00,2019-05-16 07:41:00
Urban Planning and Public Infrastr,Board of Equalization Update,2019-05-16 07:53:00,jbeney8@unesco.org,Website Programming,Rachid Khattabi,Website Programming,2019-05-16,07:42:00,2019-05-16 07:42:00
Facilities & Maintenance Engineering,CCB Nollmeyer Security Enhancements,2019-05-16 07:57:00,jbeney8@unesco.org,Internal and External Communication,Rachid Khattabi,"Public Outreach and Engagement, Graphic Design, Technical Documentation, Video Editing and Production, Website Programming",2019-05-16,07:45:00,2019-05-16 07:45:00
Documentation & Knowledge Management,Janine Cavalier Retirement,2019-05-16 07:59:00,jbeney8@unesco.org,Internal and External Communication,Rachid Khattabi,No Skill,2019-05-16,07:46:00,2019-05-16 07:46:00
Hydraulics and Water Resources Eng,FCZD Update,2019-05-16 08:11:00,jbeney8@unesco.org,Website Programming,Rachid Khattabi,Website Programming,2019-05-16,07:49:00,2019-05-16 07:49:00
Safety Engineering & Crisis Management,Combined Communications Network Board Photo,2019-05-16 08:12:00,jbeney8@unesco.org,Website Programming,Rachid Khattabi,"Video Editing, Website Programming",2019-05-16,07:50:00,2019-05-16 07:50:00
Regulatory Engineering,Photoboard and HR Mailbox for PA's Office,2019-05-16 08:13:00,jbeney8@unesco.org,Technical Writing,Rachid Khattabi,No Skill,2019-05-16,07:53:00,2019-05-16 07:53:00
Legal and Compliance Eng,Judge Foley Retirement,2019-05-16 08:15:00,jbeney8@unesco.org,Internal and External Communication,Rachid Khattabi,"Website Programming, News and Media Communication",2019-05-16,07:57:00,2019-05-16 07:57:00
Engineering Leadership and Strat,Public Works Org Chart - Large Format,2019-05-16 08:16:00,jbeney8@unesco.org,Technical Writing,Rachid Khattabi,Graphic Design,2019-05-16,07:59:00,2019-05-16 07:59:00
Urban Planning and Public Infra,Facebook Website Redirects,2019-05-16 08:17:00,jbeney8@unesco.org,Social Media Strategy,Rachid Khattabi,No Skill,2019-05-16,08:11:00,2019-05-16 08:11:00
Academic Affairs and Staff Devel,Total Comp Website,2019-05-16 08:19:00,jbeney8@unesco.org,Website Programming,Rachid Khattabi,Website Programming,2019-05-16,08:12:00,2019-05-16 08:12:00
Social Impact Eng,ADRC Rack Cards,2019-05-16 08:20:00,jbeney8@unesco.org,"Graphic Design/Marketing (Posters, Brochures, Reports)",Rachid Khattabi,No Skill,2019-05-16,08:13:00,2019-05-16 08:13:00
Safety Eng and Crisis Management,Fire Prevention Website Redesign,2019-05-16 08:22:00,jbeney8@unesco.org,Website Programming,Rachid Khattabi,No Skill,2019-05-16,08:15:00,2019-05-16 08:15:00
Legal and Compliance Engin,Website Court History Project,2019-05-16 08:26:00,jbeney8@unesco.org,Website Programming,Rachid Khattabi,Website Programming,2019-05-16,08:16:00,2019-05-16 08:16:00
Social Impact Engineering,Certificates for PIT Volunteers,2019-05-16 08:28:00,jbeney8@unesco.org,"Graphic Design/Marketing (Posters, Brochures, Reports)",Rachid Khattabi,No Skill,2019-05-16,08:17:00,2019-05-16 08:17:00
Industrial & Systems Engineering,Invest Pierce County Assistance,2019-05-16 08:29:00,jbeney8@unesco.org,Website Programming,Rachid Khattabi,"Graphic Design, Website Programming, Social Media Strategy",2019-05-16,08:19:00,2019-05-16 08:19:00
Technical Comm and Media,Winter Storm County Closures,2019-05-16 08:31:00,jbeney8@unesco.org,Issue and Risk Management,Rachid Khattabi,Website Programming,2019-05-16,08:20:00,2019-05-16 08:20:00
Urban Planning and Public Infrastr,LUACS Update,2019-05-16 08:33:00,jbeney8@unesco.org,Website Programming,Rachid Khattabi,Website Programming,2019-05-16,08:22:00,2019-05-16 08:22:00
Tech Communication and Media,SOTC Invite and Communication Materials,2019-05-16 08:36:00,jbeney8@unesco.org,Event Management and Logistics,Rachid Khattabi,"Graphic Design, Website Programming",2019-05-16,08:26:00,2019-05-16 08:26:00
Academic Affairs and Staff Dev,DEI Monthly Report Form,2019-05-16 08:38:00,jbeney8@unesco.org,Website Programming,Rachid Khattabi,Website Programming,2019-05-16,08:28:00,2019-05-16 08:28:00
Social Impact Engin,Caregiver Holiday Ad,2019-05-16 08:39:00,jbeney8@unesco.org,Video Editing and Production,Rachid Khattabi,Video Editing and Production,2019-05-16,08:29:00,2019-05-16 08:29:00
Social Impact Eng,Job Recruitment Flyer,2019-05-16 08:41:00,jbeney8@unesco.org,"Graphic Design/Marketing (Posters, Brochures, Reports)",Rachid Khattabi,Graphic Design,2019-05-16,08:31:00,2019-05-16 08:31:00
Urban Planning & Public Infrastructure,911 Addressing Project - Data Restoration,2019-05-16 08:42:00,jbeney8@unesco.org,Website Programming,Rachid Khattabi,Website Programming,2019-05-16,08:33:00,2019-05-16 08:33:00
Academic Affairs & Staff Development,Job Announcement Flyer,2019-05-16 16:37:00,jbeney8@unesco.org,"Graphic Design/Marketing (Posters, Brochures, Reports)",Rachid Khattabi,Graphic Design,2019-05-16,08:36:00,2019-05-16 08:36:00
Legal & Compliance Engineering,Superior Court Judge Photos,2019-05-16 16:42:00,jbeney8@unesco.org,"Graphic Design/Marketing (Posters, Brochures, Reports)",Rachid Khattabi,"Video Editing, Proofreading and Quality Assurance",2019-05-16,08:38:00,2019-05-16 08:38:00
Administrative and Procedural Eng,Redesign District Court Web,2019-05-16 16:43:00,jbeney8@unesco.org,Website Programming,Rachid Khattabi,Website Programming,2019-05-16,08:39:00,2019-05-16 08:39:00
Urban Planning and Public Infrastr,Prezi Design,2019-05-16 16:45:00,jbeney8@unesco.org,Technical Writing,Rachid Khattabi,No Skill,2019-05-16,08:41:00,2019-05-16 08:41:00
Urban Planning & Public Infrastructure,Ferry Tracker and Data Portal,2019-05-16 16:49:00,jbeney8@unesco.org,Website Programming,Rachid Khattabi,Website Programming,2019-05-16,08:42:00,2019-05-16 08:42:00
Tech Communication and Media,SurveyGizmo Transition,2019-05-16 16:49:00,jbeney8@unesco.org,Unknoun,Rachid Khattabi,"Website Programming, Proofreading and Quality Assurance",2019-05-16,16:37:00,2019-05-16 16:37:00
Engineering Leadership and Strat,Headshots,2019-05-16 16:51:00,jbeney8@unesco.org,Technical Writing,Rachid Khattabi,Video Editing,2019-05-16,16:42:00,2019-05-16 16:42:00
Academic Affairs & Staff Development,Job Recruitment Flyer - Director of Human Services,2019-05-16 16:52:00,jbeney8@unesco.org,"Graphic Design/Marketing (Posters, Brochures, Reports)",Rachid Khattabi,Graphic Design,2019-05-16,16:43:00,2019-05-16 16:43:00
Security Systems Eng,Retirement Announcement for Julie Williams,2019-05-16 16:54:00,jbeney8@unesco.org,Internal and External Communication,Rachid Khattabi,Graphic Design,2019-05-16,16:45:00,2019-05-16 16:45:00
Financal Engineering,Sewer Billing Replacement Support,2019-05-16 16:58:00,jbeney8@unesco.org,Website Programming,Rachid Khattabi,"Website Programming, Graphic Design, Proofreading and Quality Assurance",2019-05-16,16:49:00,2019-05-16 16:49:00
Academic Affairs and Staff Devel,Internship Program Rack Card,2019-05-16 17:00:00,jbeney8@unesco.org,"Graphic Design/Marketing (Posters, Brochures, Reports)",Rachid Khattabi,Graphic Design,2019-05-16,16:49:00,2019-05-16 16:49:00
Environmental and Civil Engin,Sprinker Calendar System,2019-05-16 17:03:00,jbeney8@unesco.org,Strategic Planning and Project Management,Rachid Khattabi,No Skill,2019-05-16,16:51:00,2019-05-16 16:51:00
Urban Planning & Public Infrastructure,Community Plan Open Houses Analytic Reports,2019-05-16 17:06:00,jbeney8@unesco.org,Website Programming,Rachid Khattabi,No Skill,2019-05-16,16:52:00,2019-05-16 16:52:00
Academic Affairs and Staff Devel,Employee Feedback Survey Support,2019-05-16 17:07:00,jbeney8@unesco.org,Internal and External Communication,Rachid Khattabi,Website Programming,2019-05-16,16:54:00,2019-05-16 16:54:00
Academic Affairs and Staff Devel,Employee Assistance Banner Design,2019-05-16 17:09:00,jbeney8@unesco.org,"Graphic Design/Marketing (Posters, Brochures, Reports)",Rachid Khattabi,Graphic Design,2019-05-16,16:58:00,2019-05-16 16:58:00
Financal Engineering,Finance Website Updates,2019-05-16 17:13:00,jbeney8@unesco.org,Website Programming,Rachid Khattabi,Website Programming,2019-05-16,17:00:00,2019-05-16 17:00:00
Safety Engineering & Crisis Management,Volcano Hazard Video,2019-05-16 17:14:00,jbeney8@unesco.org,Video Editing and Production,Rachid Khattabi,Video Editing and Production,2019-05-16,17:03:00,2019-05-16 17:03:00
Industrial and Systems Engin,Adobe Spark for Economic Development Newsletter,2019-05-16 17:16:00,jbeney8@unesco.org,Website Programming,Rachid Khattabi,"Graphic Design, Website Programming",2019-05-16,17:06:00,2019-05-16 17:06:00
Academic Affairs and Staff Devel,Job Recruitment for Facilities Deputy Director,2019-05-16 17:18:00,jbeney8@unesco.org,"Graphic Design/Marketing (Posters, Brochures, Reports)",Rachid Khattabi,"Proofreading and Quality Assurance, Graphic Design, Website Programming",2019-05-16,17:07:00,2019-05-16 17:07:00
Safety Eng and Crisis Management,Unified Radio System Logo,2019-05-31 19:29:00,jbeney8@unesco.org,"Graphic Design/Marketing (Posters, Brochures, Reports)",Rachid Khattabi,Graphic Design,2019-05-16,17:09:00,2019-05-16 17:09:00
Eng Leadership and Strategy,Birth to 25 Advisory Commission,2019-09-01 23:01:00,jbeney8@unesco.org,Unknoun,Rachid Khattabi,"Public Outreach and Engagement, Graphic Design, Proofreading and Quality Assurance, Technical Documentation, Website Programming",2019-05-16,17:13:00,2019-05-16 17:13:00
Quality Assurance and Risk Manag,Retrieval of Data for Public Record,2019-10-05 22:45:00,jbeney8@unesco.org,Website Programming,Rachid Khattabi,Website Programming,2019-05-16,17:14:00,2019-05-16 17:14:00
Environmental & Civil Engineering,"Parks, Recreation and Open Space Plan",2019-10-05 22:48:00,jbeney8@unesco.org,Strategic Planning and Project Management,Rachid Khattabi,"Public Outreach and Engagement, Graphic Design, Proofreading and Quality Assurance, Event Coordination, Technical Documentation, Website Programming, Social Media Strategy, Video Editing and Production",2019-05-16,17:16:00,2019-05-16 17:16:00
Technical Communication & Media,Active Volcano Website,2019-11-06 18:51:00,jbeney8@unesco.org,Website Programming,Rachid Khattabi,Website Programming,2019-05-16,17:18:00,2019-05-16 17:18:00
Financal Engineering,Open Pierce County PowerPoint Template,2020-01-22 00:00:00,jbeney8@unesco.org,"Graphic Design/Marketing (Posters, Brochures, Reports)",Rachid Khattabi,No Skill,2019-05-31,19:29:00,2019-05-31 19:29:00
Partnerships and External Collabor,Invitation to Municipal Court judge swearing-in ceremony,2020-01-22 19:17:00,jbeney8@unesco.org,Internal and External Communication,Rachid Khattabi,Proofreading and Quality Assurance,2019-09-01,23:01:00,2019-09-01 23:01:00
Eng Leadership and Strategy,Executive Department Outreach Material/SWAG,2020-04-27 23:41:00,jbeney8@unesco.org,"Graphic Design/Marketing (Posters, Brochures, Reports)",Rachid Khattabi,"Graphic Design, Technical Documentation",2019-10-05,22:45:00,2019-10-05 22:45:00
Urban Planning and Public Infrastr,Ferry Website Redesign,2020-11-20 21:09:00,jbeney8@unesco.org,Website Programming,Rachid Khattabi,Website Programming,2019-10-05,22:48:00,2019-10-05 22:48:00
Academic Affairs and Staff Devel,Standing Ovation Award nominations due June 28,2021-02-24 01:18:00,jbeney8@unesco.org,Internal and External Communication,Rachid Khattabi,Graphic Design,2019-11-06,18:51:00,2019-11-06 18:51:00
Academic Affairs & Staff Development,Intranet Rights for David Blake (new employee),Not Finished,jbeney8@unesco.org,Technical Writing,Rachid Khattabi,No Skill,2020-01-22,00:00:00,2020-01-22 00:00:00
Academic Affairs & Staff Development,Intranet Rights for David Blake (new employee),Not Finished,jbeney8@unesco.org,Technical Writing,Rachid Khattabi,No Skill,2020-01-22,19:17:00,2020-01-22 19:17:00
Ethics and Professional Cond,DAC logo,Not Finished,jbeney8@unesco.org,"Graphic Design/Marketing (Posters, Brochures, Reports)",Rachid Khattabi,Graphic Design,2020-04-27,23:41:00,2020-04-27 23:41:00
Financial Enginering,Button UI Design Help,Not Finished,jbeney8@unesco.org,Website Programming,Rachid Khattabi,"Website Programming, Graphic Design",2020-11-20,21:09:00,2020-11-20 21:09:00
Financial Eng,Web Admin Training,Not Finished,jbeney8@unesco.org,Unknoun,Rachid Khattabi,Website Programming,2021-02-24,01:18:00,2021-02-24 01:18:00
Technical Comm and Media,Want Ads Replacement,Not Finished,unvalid,Website Programming,"Rachid Khattabi, Samira Alaoui",Website Programming,2019-05-16,16:39:00,2019-05-16 16:39:00
Environmental and Civil Engin,EVENT: Volunteer Recognition certificates,2018-01-10 21:51:00,dwetherheadb@livejournal.com,"Printed Material (Posters, Brochures, Reports)",Samira Alaoui,"Event Coordination, Graphic Design, Technical Documentation",2018-01-02,18:13:00,2018-01-02 18:13:00
Environmental and Civil Engin,Volunteer Recognition Brunch RSVP reminder,2018-01-22 18:45:00,dwetherheadb@livejournal.com,Internal and External Communication,Samira Alaoui,"Internal and External Communication, Writing and Editing, Proofreading and Quality Assurance, Website Programming",2018-01-03,00:28:00,2018-01-03 00:28:00
Social Impact Engineering,Free workshop on what you need to know about reverse mortgages,2018-01-22 20:03:00,dwetherheadb@livejournal.com,News Writing and Editing,Samira Alaoui,"Public Outreach and Engagement, News and Media Communication, Writing and Editing, Website Programming, Proofreading and Quality Assurance",2018-01-03,22:03:00,2018-01-03 22:03:00
Environmental and Civil Engin,Extra-Hire Job Opportunity with Parks and Recreation,2018-01-22 20:14:00,dwetherheadb@livejournal.com,Internal and External Communication,Samira Alaoui,"Internal and External Communication, Proofreading and Quality Assurance, Website Programming",2018-01-06,17:40:00,2018-01-06 17:40:00
Partnerships and External Collab,"Enter raffle to win two tickets to Cirque du Soleil, Oct. 4",2018-01-22 20:23:00,dwetherheadb@livejournal.com,Internal and External Communication,Samira Alaoui,"Graphic Design, Proofreading and Quality Assurance, Website Programming",2018-01-10,21:48:00,2018-01-10 21:48:00
Partnerships and External Collabor,"Discount tickets to Cirque Du Soleil: VOLTA, Sept. 7-Nov. 4",2018-01-22 20:26:00,dwetherheadb@livejournal.com,Internal and External Communication,Samira Alaoui,"Graphic Design, Proofreading and Quality Assurance, Website Programming",2018-01-10,21:51:00,2018-01-10 21:51:00
